x_by_lambda_0 z_by_lambda_0 rel_err_db rel_time
5.568813990945e-01 2.269510536695e+00 -2.974847274777e+02 3.123268523e+00
5.568813990945e-01 2.652948464432e+00 -2.995238681759e+02 2.999512719e+00
5.568813990945e-01 3.101168926575e+00 -2.891089910426e+02 2.869268628e+00
5.568813990945e-01 3.625117049989e+00 -2.700588428582e+02 2.779406790e+00
5.568813990945e-01 4.237587160604e+00 -2.983663473718e+02 2.725282126e+00
5.568813990945e-01 4.953535208959e+00 -3.006959807667e+02 2.696914689e+00
5.568813990945e-01 5.790443980602e+00 -2.954997213370e+02 2.649164251e+00
5.568813990945e-01 6.768750009459e+00 -2.862684935349e+02 2.265982508e+00
5.568813990945e-01 7.912342618981e+00 -2.900194701483e+02 2.273478333e+00
5.568813990945e-01 9.249147277217e+00 -3.016879263053e+02 2.244174741e+00
5.568813990945e-01 1.081180751077e+01 -3.058825563790e+02 2.230064153e+00
5.568813990945e-01 1.263848202934e+01 -2.915194069538e+02 2.260961883e+00
5.568813990945e-01 1.477377652599e+01 -2.809739928067e+02 2.233487923e+00
5.568813990945e-01 1.726983290659e+01 -2.919654364320e+02 2.242847521e+00
5.568813990945e-01 2.018760254679e+01 -2.800933665623e+02 2.309277971e+00
5.568813990945e-01 2.359833466782e+01 -2.726621680336e+02 2.338812788e+00
5.568813990945e-01 2.758531617629e+01 -2.845613319490e+02 2.271026021e+00
5.568813990945e-01 3.224590545296e+01 -2.808836126642e+02 2.303839123e+00
5.568813990945e-01 3.769390975388e+01 -2.859995743321e+02 2.987945226e+00
5.568813990945e-01 4.406236427774e+01 -2.837311226294e+02 2.995235043e+00
5.568813990945e-01 5.150678076168e+01 -2.700786747672e+02 3.030834492e+00
5.568813990945e-01 6.020894493336e+01 -2.785875129018e+02 3.038613530e+00
5.568813990945e-01 7.038135554932e+01 -2.817775996927e+02 2.995279271e+00
5.568813990945e-01 8.227241341700e+01 -2.598304557912e+02 2.945049752e+00
5.568813990945e-01 9.617248711153e+01 -2.831809134580e+02 3.164698274e+00
5.568813990945e-01 1.124210035062e+02 -2.695568803071e+02 2.977899710e+00
5.568813990945e-01 1.314147362612e+02 -2.640411284908e+02 3.034758346e+00
5.568813990945e-01 1.536174946672e+02 -2.812036542967e+02 2.975420241e+00
5.568813990945e-01 1.795714494372e+02 -2.629816152587e+02 3.005311208e+00
5.568813990945e-01 2.099103720109e+02 -2.683213518934e+02 3.683693311e+00
5.568813990945e-01 2.453751106640e+02 -2.636635882106e+02 3.626180570e+00
5.568813990945e-01 2.868316813342e+02 -2.577184468744e+02 3.705610870e+00
5.568813990945e-01 3.352924149250e+02 -2.526010045877e+02 3.662079138e+00
5.568813990945e-01 3.919406774847e+02 -2.529735133082e+02 3.679106041e+00
5.568813990945e-01 4.581597669054e+02 -2.527677254094e+02 3.608771912e+00
5.568813990945e-01 5.355666917707e+02 -2.571896245616e+02 3.609645216e+00
5.568813990945e-01 6.260516572015e+02 -2.540194626742e+02 3.693738827e+00
5.568813990945e-01 7.318242219076e+02 -2.477450388714e+02 3.630609551e+00
5.568813990945e-01 8.554672535566e+02 -2.563712276334e+02 4.291536053e+00
5.568813990945e-01 1.000000000000e+03 -2.430680890658e+02 5.162039178e+00

6.509675230458e-01 1.000000000000e-01 -2.497023731048e+02 3.863041829e+00
6.509675230458e-01 1.168951816499e-01 -2.566984997457e+02 3.785149412e+00
6.509675230458e-01 1.366448349295e-01 -2.357924119901e+02 3.615111997e+00
6.509675230458e-01 1.597312280060e-01 -2.448180698738e+02 3.601885576e+00
6.509675230458e-01 1.867181091292e-01 -2.555543258420e+02 3.724451498e+00
6.509675230458e-01 2.182644728397e-01 -2.682735230325e+02 3.675175592e+00
6.509675230458e-01 2.551406520031e-01 -2.508121165366e+02 3.496439667e+00
6.509675230458e-01 2.982471286217e-01 -2.673353338721e+02 3.509574917e+00
6.509675230458e-01 3.486365227678e-01 -2.866743848028e+02 3.525695539e+00
6.509675230458e-01 4.075392965872e-01 -2.730341147026e+02 3.479962507e+00
6.509675230458e-01 4.763938010401e-01 -2.963969557342e+02 3.439796351e+00
6.509675230458e-01 5.568813990945e-01 -3.184573846231e+02 3.402363391e+00
6.509675230458e-01 6.509675230458e-01 -3.148218228053e+02 3.263265993e+00
6.509675230458e-01 7.609496685460e-01 -3.015972578023e+02 3.265771068e+00
6.509675230458e-01 8.895134973108e-01 -3.061606328259e+02 3.296233892e+00
6.509675230458e-01 1.039798418481e+00 -3.005830688813e+02 3.185181923e+00
6.509675230458e-01 1.215474250076e+00 -2.961116176335e+02 3.200217802e+00
6.509675230458e-01 1.420830832534e+00 -3.112970294439e+02 3.128772548e+00
6.509675230458e-01 1.660882782628e+00 -3.014264481753e+02 2.996489326e+00
6.509675230458e-01 1.941491945744e+00 -3.021015516168e+02 2.978900654e+00
6.509675230458e-01 2.269510536695e+00 -3.023986097744e+02 3.086363968e+00
6.509675230458e-01 2.652948464432e+00 -3.144057181610e+02 3.069374309e+00
6.509675230458e-01 3.101168926575e+00 -2.942199182009e+02 2.897764094e+00
6.509675230458e-01 3.625117049989e+00 -2.987323029227e+02 2.853911129e+00
6.509675230458e-01 4.237587160604e+00 -2.961343859116e+02 2.872433239e+00
6.509675230458e-01 4.953535208959e+00 -2.755270527456e+02 2.758145275e+00
6.509675230458e-01 5.790443980602e+00 -3.098666273378e+02 2.766633509e+00
6.509675230458e-01 6.768750009459e+00 -2.827385769319e+02 2.801675455e+00
6.509675230458e-01 7.912342618981e+00 -3.085766298721e+02 2.584244140e+00
6.509675230458e-01 9.249147277217e+00 -2.855950189637e+02 3.334959543e+00
6.509675230458e-01 1.081180751077e+01 -2.887646392635e+02 3.333458516e+00
6.509675230458e-01 1.263848202934e+01 -2.806785805148e+02 2.247604719e+00
6.509675230458e-01 1.477377652599e+01 -2.921157374453e+02 2.275728516e+00
6.509675230458e-01 1.726983290659e+01 -3.041395906763e+02 2.310774730e+00
6.509675230458e-01 2.018760254679e+01 -2.904723772806e+02 2.264694472e+00
6.509675230458e-01 2.359833466782e+01 -2.812308781649e+02 2.318386557e+00
6.509675230458e-01 2.758531617629e+01 -2.978698471367e+02 2.245440275e+00
6.509675230458e-01 3.224590545296e+01 -2.729280932145e+02 2.302275633e+00
6.509675230458e-01 3.769390975388e+01 -2.878790711620e+02 2.318763656e+00
6.509675230458e-01 4.406236427774e+01 -2.892154713765e+02 2.284258262e+00
6.509675230458e-01 5.150678076168e+01 -2.741953280291e+02 3.028314675e+00
6.509675230458e-01 6.020894493336e+01 -2.700087327601e+02 2.963295246e+00
6.509675230458e-01 7.038135554932e+01 -2.730173153258e+02 2.967849539e+00
6.509675230458e-01 8.227241341700e+01 -2.640616814098e+02 2.935159034e+00
6.509675230458e-01 9.617248711153e+01 -2.601800809860e+02 2.945348096e+00
6.509675230458e-01 1.124210035062e+02 -2.587332789888e+02 2.973074231e+00
6.509675230458e-01 1.314147362612e+02 -2.632758915793e+02 3.138704779e+00
6.509675230458e-01 1.536174946672e+02 -2.646342110100e+02 2.968343803e+00
6.509675230458e-01 1.795714494372e+02 -2.642738267141e+02 2.979531093e+00
6.509675230458e-01 2.099103720109e+02 -2.607647067463e+02 2.991709627e+00
6.509675230458e-01 2.453751106640e+02 -2.646696835895e+02 2.994614303e+00
6.509675230458e-01 2.868316813342e+02 -2.596491490153e+02 3.605620104e+00
6.509675230458e-01 3.352924149250e+02 -2.553664650339e+02 3.716601075e+00
6.509675230458e-01 3.919406774847e+02 -2.566781849770e+02 3.627158236e+00
6.509675230458e-01 4.581597669054e+02 -2.544913003434e+02 3.624370337e+00
6.509675230458e-01 5.355666917707e+02 -2.612491564296e+02 3.637159136e+00
6.509675230458e-01 6.260516572015e+02 -2.505551125035e+02 3.693269780e+00
6.509675230458e-01 7.318242219076e+02 -2.568352585131e+02 3.741410508e+00
6.509675230458e-01 8.554672535566e+02 -2.429831623852e+02 3.644286009e+00
6.509675230458e-01 1.000000000000e+03 -2.420068836072e+02 3.671824371e+00

7.609496685460e-01 1.000000000000e-01 -2.383010261236e+02 3.853895610e+00
7.609496685460e-01 1.168951816499e-01 -2.442795133488e+02 3.926650626e+00
7.609496685460e-01 1.366448349295e-01 -2.513742353365e+02 3.841222812e+00
7.609496685460e-01 1.597312280060e-01 -2.597538825689e+02 3.802489789e+00
7.609496685460e-01 1.867181091292e-01 -2.696610542278e+02 3.801696017e+00
7.609496685460e-01 2.182644728397e-01 -2.507820724306e+02 3.666655545e+00
7.609496685460e-01 2.551406520031e-01 -2.637174193628e+02 3.766746406e+00
7.609496685460e-01 2.982471286217e-01 -2.797810219911e+02 3.728898714e+00
7.609496685460e-01 3.486365227678e-01 -2.986157447798e+02 3.690426790e+00
7.609496685460e-01 4.075392965872e-01 -2.840696003754e+02 3.550381212e+00
7.609496685460e-01 4.763938010401e-01 -3.150399832919e+02 3.585631494e+00
7.609496685460e-01 5.568813990945e-01 -3.113399143827e+02 3.674283666e+00
7.609496685460e-01 6.509675230458e-01 -3.006146547495e+02 3.467194270e+00
7.609496685460e-01 7.609496685460e-01 -3.101923012580e+02 3.438638670e+00
7.609496685460e-01 8.895134973108e-01 -3.071421401506e+02 3.421856572e+00
7.609496685460e-01 1.039798418481e+00 -3.061252853998e+02 3.422187892e+00
7.609496685460e-01 1.215474250076e+00 -3.061559691223e+02 3.355261626e+00
7.609496685460e-01 1.420830832534e+00 -2.996939549124e+02 3.312868564e+00
7.609496685460e-01 1.660882782628e+00 -2.967604638909e+02 3.336845817e+00
7.609496685460e-01 1.941491945744e+00 -3.087920786994e+02 3.164351823e+00
7.609496685460e-01 2.269510536695e+00 -3.065219733334e+02 3.966957225e+00
7.609496685460e-01 2.652948464432e+00 -3.015144683480e+02 4.099163630e+00
7.609496685460e-01 3.101168926575e+00 -2.821031097848e+02 3.769024522e+00
7.609496685460e-01 3.625117049989e+00 -2.914005814319e+02 3.765591053e+00
7.609496685460e-01 4.237587160604e+00 -2.910463501462e+02 3.742157336e+00
7.609496685460e-01 4.953535208959e+00 -2.974395056189e+02 3.573482833e+00
7.609496685460e-01 5.790443980602e+00 -2.908981133864e+02 3.672912994e+00
7.609496685460e-01 6.768750009459e+00 -3.094797952645e+02 4.546565600e+00
7.609496685460e-01 7.912342618981e+00 -2.788827243273e+02 3.430370411e+00
7.609496685460e-01 9.249147277217e+00 -2.956018566893e+02 3.358831658e+00
7.609496685460e-01 1.081180751077e+01 -2.831048165687e+02 3.406567353e+00
7.609496685460e-01 1.263848202934e+01 -2.909773568977e+02 3.358885973e+00
7.609496685460e-01 1.477377652599e+01 -2.888019400780e+02 3.452834222e+00
7.609496685460e-01 1.726983290659e+01 -2.814326000907e+02 3.396644434e+00
7.609496685460e-01 2.018760254679e+01 -2.867550825339e+02 3.407046875e+00
7.609496685460e-01 2.359833466782e+01 -2.834705788654e+02 3.351257076e+00
7.609496685460e-01 2.758531617629e+01 -2.817486285271e+02 3.340826702e+00
7.609496685460e-01 3.224590545296e+01 -2.774712678534e+02 3.430570212e+00
7.609496685460e-01 3.769390975388e+01 -2.779042853193e+02 3.364073421e+00
7.609496685460e-01 4.406236427774e+01 -2.717654428301e+02 3.362672876e+00
7.609496685460e-01 5.150678076168e+01 -2.726243740513e+02 4.035329815e+00
7.609496685460e-01 6.020894493336e+01 -2.717755023010e+02 3.190388382e+00
7.609496685460e-01 7.038135554932e+01 -2.687481959196e+02 3.112075026e+00
7.609496685460e-01 8.227241341700e+01 -2.713435437318e+02 3.141267272e+00
7.609496685460e-01 9.617248711153e+01 -2.731201475980e+02 3.171037195e+00
7.609496685460e-01 1.124210035062e+02 -2.790101641185e+02 3.161114663e+00
7.609496685460e-01 1.314147362612e+02 -2.843272337166e+02 3.254287375e+00
7.609496685460e-01 1.536174946672e+02 -2.866569366587e+02 3.116450080e+00
7.609496685460e-01 1.795714494372e+02 -2.580097843703e+02 3.113484882e+00
7.609496685460e-01 2.099103720109e+02 -2.660471669450e+02 3.102721247e+00
7.609496685460e-01 2.453751106640e+02 -2.592542911765e+02 3.097673466e+00
7.609496685460e-01 2.868316813342e+02 -2.580420443292e+02 3.119061068e+00
7.609496685460e-01 3.352924149250e+02 -2.624004331237e+02 3.933454326e+00
7.609496685460e-01 3.919406774847e+02 -2.446188776058e+02 3.831540429e+00
7.609496685460e-01 4.581597669054e+02 -2.586523027622e+02 3.777217905e+00
7.609496685460e-01 5.355666917707e+02 -2.557427108366e+02 3.874603114e+00
7.609496685460e-01 6.260516572015e+02 -2.578294052453e+02 3.833119825e+00
7.609496685460e-01 7.318242219076e+02 -2.559640144294e+02 3.948781565e+00
7.609496685460e-01 8.554672535566e+02 -2.460507107165e+02 3.798068179e+00
7.609496685460e-01 1.000000000000e+03 -2.470589836086e+02 3.790885439e+00

8.895134973108e-01 1.000000000000e-01 -2.472095528240e+02 3.935857754e+00
8.895134973108e-01 1.168951816499e-01 -2.526752711393e+02 3.934595324e+00
8.895134973108e-01 1.366448349295e-01 -2.319532501193e+02 3.960525193e+00
8.895134973108e-01 1.597312280060e-01 -2.390518985180e+02 3.830697774e+00
8.895134973108e-01 1.867181091292e-01 -2.474813580049e+02 3.841783418e+00
8.895134973108e-01 2.182644728397e-01 -2.575109415340e+02 3.863886811e+00
8.895134973108e-01 2.551406520031e-01 -2.694207711941e+02 3.865723426e+00
8.895134973108e-01 2.982471286217e-01 -2.527674859339e+02 3.873514103e+00
8.895134973108e-01 3.486365227678e-01 -2.683521405731e+02 3.714174757e+00
8.895134973108e-01 4.075392965872e-01 -2.874755099971e+02 3.748405862e+00
8.895134973108e-01 4.763938010401e-01 -2.743642316005e+02 3.605648037e+00
8.895134973108e-01 5.568813990945e-01 -2.969371615915e+02 3.610438599e+00
8.895134973108e-01 6.509675230458e-01 -3.029942821359e+02 3.718188618e+00
8.895134973108e-01 7.609496685460e-01 -3.045233614336e+02 3.483900716e+00
8.895134973108e-01 8.895134973108e-01 -3.115683780726e+02 4.622292021e+00
8.895134973108e-01 1.039798418481e+00 -2.987965079038e+02 4.746625889e+00
8.895134973108e-01 1.215474250076e+00 -2.967972932067e+02 4.823488265e+00
8.895134973108e-01 1.420830832534e+00 -3.246677542615e+02 4.592074777e+00
8.895134973108e-01 1.660882782628e+00 -3.025807121829e+02 4.560261068e+00
8.895134973108e-01 1.941491945744e+00 -3.095542651672e+02 3.316515025e+00
8.895134973108e-01 2.269510536695e+00 -3.069053620612e+02 3.167035360e+00
8.895134973108e-01 2.652948464432e+00 -3.141969409999e+02 3.167874524e+00
8.895134973108e-01 3.101168926575e+00 -2.932456916744e+02 4.420185229e+00
8.895134973108e-01 3.625117049989e+00 -2.599466510870e+02 4.219302071e+00
8.895134973108e-01 4.237587160604e+00 -3.005988573009e+02 5.018126777e+00
8.895134973108e-01 4.953535208959e+00 -2.932417028028e+02 4.963715409e+00
8.895134973108e-01 5.790443980602e+00 -2.881290123296e+02 4.875442277e+00
8.895134973108e-01 6.768750009459e+00 -2.906643602344e+02 4.795752042e+00
8.895134973108e-01 7.912342618981e+00 -3.161856628009e+02 4.794282828e+00
8.895134973108e-01 9.249147277217e+00 -2.880828441557e+02 4.810509364e+00
8.895134973108e-01 1.081180751077e+01 -2.988750654220e+02 5.782955872e+00
8.895134973108e-01 1.263848202934e+01 -2.823734860181e+02 4.640520832e+00
8.895134973108e-01 1.477377652599e+01 -2.460558716186e+02 3.383091348e+00
8.895134973108e-01 1.726983290659e+01 -2.656052703191e+02 3.439517794e+00
8.895134973108e-01 2.018760254679e+01 -2.873842765170e+02 3.400628034e+00
8.895134973108e-01 2.359833466782e+01 -2.906733301805e+02 3.355252315e+00
8.895134973108e-01 2.758531617629e+01 -2.974294358325e+02 3.413878897e+00
8.895134973108e-01 3.224590545296e+01 -2.989817488904e+02 3.411081686e+00
8.895134973108e-01 3.769390975388e+01 -2.973636780377e+02 3.371406690e+00
8.895134973108e-01 4.406236427774e+01 -2.983128833200e+02 3.357448184e+00
8.895134973108e-01 5.150678076168e+01 -2.683618750352e+02 3.356214463e+00
8.895134973108e-01 6.020894493336e+01 -3.037959230634e+02 3.391844948e+00
8.895134973108e-01 7.038135554932e+01 -2.854060015610e+02 4.086545922e+00
8.895134973108e-01 8.227241341700e+01 -2.745232141298e+02 3.091244925e+00
8.895134973108e-01 9.617248711153e+01 -2.741397313160e+02 3.346990264e+00
8.895134973108e-01 1.124210035062e+02 -2.819823203845e+02 3.176467895e+00
8.895134973108e-01 1.314147362612e+02 -2.754128361386e+02 3.180646641e+00
8.895134973108e-01 1.536174946672e+02 -2.615978859990e+02 3.167820985e+00
8.895134973108e-01 1.795714494372e+02 -2.549784879809e+02 3.122866982e+00
8.895134973108e-01 2.099103720109e+02 -2.658501694199e+02 3.113358794e+00
8.895134973108e-01 2.453751106640e+02 -2.554702508108e+02 3.093351562e+00
8.895134973108e-01 2.868316813342e+02 -2.811152317034e+02 3.107599489e+00
8.895134973108e-01 3.352924149250e+02 -2.650100021696e+02 3.245977216e+00
8.895134973108e-01 3.919406774847e+02 -2.619476900137e+02 3.128712802e+00
8.895134973108e-01 4.581597669054e+02 -2.449092081280e+02 3.802666700e+00
8.895134973108e-01 5.355666917707e+02 -2.472482501339e+02 3.806432265e+00
8.895134973108e-01 6.260516572015e+02 -2.477597900320e+02 3.858273380e+00
8.895134973108e-01 7.318242219076e+02 -2.496402832667e+02 4.003771772e+00
8.895134973108e-01 8.554672535566e+02 -2.619220608150e+02 3.811136311e+00
8.895134973108e-01 1.000000000000e+03 -2.506237644090e+02 3.840500037e+00

1.039798418481e+00 1.000000000000e-01 -2.270366927220e+02 5.119454463e+00
1.039798418481e+00 1.168951816499e-01 -2.316732172789e+02 5.210551962e+00
1.039798418481e+00 1.366448349295e-01 -2.371512789280e+02 5.170913435e+00
1.039798418481e+00 1.597312280060e-01 -2.436342073799e+02 5.177586004e+00
1.039798418481e+00 1.867181091292e-01 -2.513168284163e+02 5.220420179e+00
1.039798418481e+00 2.182644728397e-01 -2.331891727823e+02 5.059633344e+00
1.039798418481e+00 2.551406520031e-01 -2.432222294844e+02 5.053826320e+00
1.039798418481e+00 2.982471286217e-01 -2.551871367080e+02 5.037655651e+00
1.039798418481e+00 3.486365227678e-01 -2.694237331676e+02 5.092683491e+00
1.039798418481e+00 4.075392965872e-01 -2.555825674892e+02 4.934527043e+00
1.039798418481e+00 4.763938010401e-01 -2.742529216255e+02 4.986882596e+00
1.039798418481e+00 5.568813990945e-01 -2.984366499670e+02 4.950153012e+00
1.039798418481e+00 6.509675230458e-01 -2.876816169003e+02 4.884610222e+00
1.039798418481e+00 7.609496685460e-01 -3.028707394499e+02 4.810022859e+00
1.039798418481e+00 8.895134973108e-01 -2.973566742317e+02 4.638068520e+00
1.039798418481e+00 1.039798418481e+00 -3.178467258048e+02 4.641076782e+00
1.039798418481e+00 1.215474250076e+00 -3.044302757438e+02 4.685061267e+00
1.039798418481e+00 1.420830832534e+00 -3.019427771295e+02 4.523254867e+00
1.039798418481e+00 1.660882782628e+00 -3.076298048175e+02 4.543307878e+00
1.039798418481e+00 1.941491945744e+00 -3.004146279490e+02 4.544785627e+00
1.039798418481e+00 2.269510536695e+00 -2.987267682211e+02 4.572344163e+00
1.039798418481e+00 2.652948464432e+00 -3.130699143360e+02 4.400626870e+00
1.039798418481e+00 3.101168926575e+00 -2.968957021686e+02 4.423666029e+00
1.039798418481e+00 3.625117049989e+00 -3.014428866172e+02 4.433803104e+00
1.039798418481e+00 4.237587160604e+00 -2.976662042668e+02 4.364830724e+00
1.039798418481e+00 4.953535208959e+00 -2.635568725043e+02 4.087813784e+00
1.039798418481e+00 5.790443980602e+00 -2.932997398125e+02 4.093370961e+00
1.039798418481e+00 6.768750009459e+00 -3.038399637221e+02 4.967926355e+00
1.039798418481e+00 7.912342618981e+00 -3.125250280029e+02 4.822587804e+00
1.039798418481e+00 9.249147277217e+00 -3.004522249693e+02 4.880048557e+00
1.039798418481e+00 1.081180751077e+01 -2.890012955568e+02 4.800103819e+00
1.039798418481e+00 1.263848202934e+01 -2.883919663506e+02 4.782055798e+00
1.039798418481e+00 1.477377652599e+01 -2.825547368826e+02 4.782153177e+00
1.039798418481e+00 1.726983290659e+01 -2.802918220335e+02 5.802301239e+00
1.039798418481e+00 2.018760254679e+01 -2.791771057793e+02 5.784692004e+00
1.039798418481e+00 2.359833466782e+01 -2.276327018522e+02 3.361213361e+00
1.039798418481e+00 2.758531617629e+01 -2.485682937701e+02 3.414167541e+00
1.039798418481e+00 3.224590545296e+01 -2.747009755653e+02 3.409453407e+00
1.039798418481e+00 3.769390975388e+01 -2.788009586611e+02 3.364502120e+00
1.039798418481e+00 4.406236427774e+01 -2.656141150240e+02 3.425311767e+00
1.039798418481e+00 5.150678076168e+01 -2.805529035226e+02 3.421375886e+00
1.039798418481e+00 6.020894493336e+01 -2.873034320175e+02 3.372102695e+00
1.039798418481e+00 7.038135554932e+01 -2.648244322104e+02 3.339072335e+00
1.039798418481e+00 8.227241341700e+01 -2.595364154743e+02 3.345940437e+00
1.039798418481e+00 9.617248711153e+01 -2.661500626288e+02 4.129108136e+00
1.039798418481e+00 1.124210035062e+02 -2.802816877174e+02 3.156667448e+00
1.039798418481e+00 1.314147362612e+02 -2.639288468816e+02 3.271986229e+00
1.039798418481e+00 1.536174946672e+02 -2.754773127666e+02 3.122024327e+00
1.039798418481e+00 1.795714494372e+02 -2.634790115474e+02 3.107581255e+00
1.039798418481e+00 2.099103720109e+02 -2.688632358241e+02 3.186772958e+00
1.039798418481e+00 2.453751106640e+02 -2.532132484997e+02 3.159313353e+00
1.039798418481e+00 2.868316813342e+02 -2.584003257033e+02 3.133885508e+00
1.039798418481e+00 3.352924149250e+02 -2.709095310157e+02 3.115808390e+00
1.039798418481e+00 3.919406774847e+02 -2.550387937859e+02 3.133136740e+00
1.039798418481e+00 4.581597669054e+02 -2.668453583574e+02 3.093217715e+00
1.039798418481e+00 5.355666917707e+02 -2.492215787465e+02 3.187583024e+00
1.039798418481e+00 6.260516572015e+02 -2.511893058419e+02 3.786975940e+00
1.039798418481e+00 7.318242219076e+02 -2.495826587666e+02 3.818911082e+00
1.039798418481e+00 8.554672535566e+02 -2.567995681556e+02 3.843435362e+00
1.039798418481e+00 1.000000000000e+03 -2.562885560653e+02 3.814936793e+00

1.215474250076e+00 1.000000000000e-01 -2.373486584842e+02 5.465250965e+00
1.215474250076e+00 1.168951816499e-01 -2.416227815830e+02 5.437815026e+00
1.215474250076e+00 1.366448349295e-01 -2.466803584629e+02 5.346303570e+00
1.215474250076e+00 1.597312280060e-01 -2.526432678566e+02 5.378789231e+00
1.215474250076e+00 1.867181091292e-01 -2.597724755559e+02 5.391523715e+00
1.215474250076e+00 2.182644728397e-01 -2.413594155031e+02 5.283095150e+00
1.215474250076e+00 2.551406520031e-01 -2.506336334555e+02 5.266451166e+00
1.215474250076e+00 2.982471286217e-01 -2.618046163940e+02 5.259461244e+00
1.215474250076e+00 3.486365227678e-01 -2.744709334326e+02 5.284707523e+00
1.215474250076e+00 4.075392965872e-01 -2.605136113358e+02 5.140006006e+00
1.215474250076e+00 4.763938010401e-01 -2.783733685377e+02 5.133239550e+00
1.215474250076e+00 5.568813990945e-01 -2.957687634273e+02 5.098963829e+00
1.215474250076e+00 6.509675230458e-01 -2.925916137755e+02 4.985556540e+00
1.215474250076e+00 7.609496685460e-01 -3.060236864649e+02 5.022254311e+00
1.215474250076e+00 8.895134973108e-01 -2.967583755156e+02 5.011526757e+00
1.215474250076e+00 1.039798418481e+00 -3.029264171556e+02 4.940439205e+00
1.215474250076e+00 1.215474250076e+00 -2.980522393752e+02 4.870315352e+00
1.215474250076e+00 1.420830832534e+00 -2.982044234530e+02 4.835973290e+00
1.215474250076e+00 1.660882782628e+00 -3.002136252088e+02 4.716104871e+00
1.215474250076e+00 1.941491945744e+00 -2.986466815488e+02 4.760641814e+00
1.215474250076e+00 2.269510536695e+00 -2.934823955209e+02 4.738469751e+00
1.215474250076e+00 2.652948464432e+00 -3.005585114599e+02 4.769481542e+00
1.215474250076e+00 3.101168926575e+00 -2.965552436955e+02 4.608917786e+00
1.215474250076e+00 3.625117049989e+00 -2.572654032741e+02 5.392359387e+00
1.215474250076e+00 4.237587160604e+00 -2.971309316942e+02 5.233475509e+00
1.215474250076e+00 4.953535208959e+00 -2.856211461756e+02 5.204626609e+00
1.215474250076e+00 5.790443980602e+00 -2.918806088522e+02 5.058195555e+00
1.215474250076e+00 6.768750009459e+00 -2.853098691084e+02 5.072911752e+00
1.215474250076e+00 7.912342618981e+00 -2.972002105725e+02 5.098647640e+00
1.215474250076e+00 9.249147277217e+00 -2.877769994324e+02 6.130455918e+00
1.215474250076e+00 1.081180751077e+01 -2.880555107263e+02 6.127095774e+00
1.215474250076e+00 1.263848202934e+01 -2.809155152494e+02 6.210869316e+00
1.215474250076e+00 1.477377652599e+01 -2.813374219100e+02 6.168284988e+00
1.215474250076e+00 1.726983290659e+01 -2.852428326254e+02 6.062655185e+00
1.215474250076e+00 2.018760254679e+01 -2.133970125446e+02 3.562251316e+00
1.215474250076e+00 2.359833466782e+01 -2.354069566125e+02 3.597419738e+00
1.215474250076e+00 2.758531617629e+01 -2.622000088029e+02 3.553922535e+00
1.215474250076e+00 3.224590545296e+01 -2.737616652683e+02 3.597806537e+00
1.215474250076e+00 3.769390975388e+01 -2.887753038509e+02 3.612692274e+00
1.215474250076e+00 4.406236427774e+01 -2.695976270516e+02 3.655095035e+00
1.215474250076e+00 5.150678076168e+01 -2.704828667102e+02 3.612594120e+00
1.215474250076e+00 6.020894493336e+01 -2.670312768480e+02 3.586854741e+00
1.215474250076e+00 7.038135554932e+01 -2.703444934440e+02 4.267270155e+00
1.215474250076e+00 8.227241341700e+01 -2.619897277867e+02 4.356548886e+00
1.215474250076e+00 9.617248711153e+01 -2.627549994715e+02 4.466961492e+00
1.215474250076e+00 1.124210035062e+02 -2.696457112987e+02 4.346613552e+00
1.215474250076e+00 1.314147362612e+02 -2.726821506268e+02 4.295892873e+00
1.215474250076e+00 1.536174946672e+02 -2.608050902498e+02 3.328384741e+00
1.215474250076e+00 1.795714494372e+02 -2.673915968167e+02 3.281457560e+00
1.215474250076e+00 2.099103720109e+02 -2.688776810745e+02 3.373909049e+00
1.215474250076e+00 2.453751106640e+02 -2.592439638773e+02 3.952686020e+00
1.215474250076e+00 2.868316813342e+02 -2.647872068543e+02 4.069645107e+00
1.215474250076e+00 3.352924149250e+02 -2.527661342850e+02 3.937785928e+00
1.215474250076e+00 3.919406774847e+02 -2.587253896011e+02 3.903266956e+00
1.215474250076e+00 4.581597669054e+02 -2.516059231290e+02 3.233850669e+00
1.215474250076e+00 5.355666917707e+02 -2.550955029213e+02 3.250415120e+00
1.215474250076e+00 6.260516572015e+02 -2.549207707783e+02 4.056470285e+00
1.215474250076e+00 7.318242219076e+02 -2.453078278578e+02 3.986032958e+00
1.215474250076e+00 8.554672535566e+02 -2.570196135349e+02 4.078685024e+00
1.215474250076e+00 1.000000000000e+03 -2.548761366354e+02 4.002070168e+00

1.420830832534e+00 1.000000000000e-01 -2.394337301018e+02 5.589192215e+00
1.420830832534e+00 1.168951816499e-01 -2.433086102985e+02 5.589249634e+00
1.420830832534e+00 1.366448349295e-01 -2.239148937842e+02 5.330523579e+00
1.420830832534e+00 1.597312280060e-01 -2.289506711672e+02 5.365202004e+00
1.420830832534e+00 1.867181091292e-01 -2.349074104519e+02 5.362552996e+00
1.420830832534e+00 2.182644728397e-01 -2.419659833548e+02 5.436731446e+00
1.420830832534e+00 2.551406520031e-01 -2.503396310963e+02 5.416849914e+00
1.420830832534e+00 2.982471286217e-01 -2.602505771205e+02 5.470985829e+00
1.420830832534e+00 3.486365227678e-01 -2.453112112214e+02 5.229633515e+00
