x_by_lambda_0 z_by_lambda_0 g1_1 g1_2 g1_3 g2_1 g2_2 g2_3
-2.542373e-01 -2.542373e-01 -6.041381e-02 6.409081e-03 1.691233e-04 -6.041381e-02 6.409081e-03 1.691233e-04
-2.542373e-01 -8.474576e-02 3.246088e-02 8.737993e-03 1.122451e-04 3.246088e-02 8.737993e-03 1.122451e-04
-2.542373e-01 8.474576e-02 -5.405956e-02 -1.042736e+00 -1.587184e+01 -3.246088e-02 -8.737993e-03 -1.122451e-04
-2.542373e-01 2.542373e-01 -2.605155e-01 -2.355242e+00 -3.437980e+01 6.041381e-02 -6.409081e-03 -1.691233e-04
-2.542373e-01 4.237288e-01 -2.720956e-01 -1.947954e+00 -2.470813e+01 9.039830e-02 3.239978e-03 2.888295e-06
-2.542373e-01 5.932203e-01 -1.088606e-01 -2.648316e-01 3.819936e+00 4.949713e-02 5.103231e-03 1.417224e-04
-2.542373e-01 7.627119e-01 7.815767e-02 1.281608e+00 2.641297e+01 -1.169606e-02 1.149687e-03 8.897389e-05
-2.542373e-01 9.322034e-01 1.493471e-01 1.533325e+00 2.485126e+01 -4.251993e-02 -2.611618e-03 -5.204519e-05
-2.542373e-01 1.101695e+00 7.986730e-02 5.064959e-01 2.804595e+00 -2.824184e-02 -2.781894e-03 -1.091915e-04
-2.542373e-01 1.271186e+00 -4.055908e-02 -7.477624e-01 -1.885000e+01 7.047941e-03 -2.417705e-04 -4.056500e-05
-2.542373e-01 1.440678e+00 -9.938533e-02 -1.140851e+00 -2.152648e+01 2.792084e-02 1.956440e-03 5.780929e-05
-2.542373e-01 1.610169e+00 -5.792132e-02 -4.723840e-01 -5.027750e+00 1.905033e-02 1.824625e-03 8.030816e-05
-2.542373e-01 1.779661e+00 2.858321e-02 5.104003e-01 1.390920e+01 -5.744766e-03 -4.317609e-05 1.751771e-05
-2.542373e-01 1.949153e+00 7.436093e-02 8.862341e-01 1.808245e+01 -2.091948e-02 -1.551585e-03 -5.363803e-05
-2.542373e-01 2.118644e+00 4.390392e-02 3.990009e-01 5.337285e+00 -1.399044e-02 -1.317113e-03 -6.070393e-05
-2.542373e-01 2.288136e+00 -2.338254e-02 -3.926729e-01 -1.088414e+01 5.195790e-03 1.653739e-04 -5.760765e-06
-2.542373e-01 2.457627e+00 -5.950351e-02 -7.191316e-01 -1.528155e+01 1.679490e-02 1.284846e-03 4.809583e-05
-2.542373e-01 2.627119e+00 -3.440857e-02 -3.307745e-01 -4.963260e+00 1.078343e-02 1.004328e-03 4.731657e-05
-2.542373e-01 2.796610e+00 2.065237e-02 3.271410e-01 8.989656e+00 -4.905317e-03 -2.276872e-04 -8.206796e-07
-2.542373e-01 2.966102e+00 4.965448e-02 6.032610e-01 1.310543e+01 -1.405926e-02 -1.096452e-03 -4.299274e-05
-2.542373e-01 3.135593e+00 2.757912e-02 2.737526e-01 4.384009e+00 -8.560854e-03 -7.921127e-04 -3.778082e-05
-2.542373e-01 3.305085e+00 -1.901997e-02 -2.870633e-01 -7.749134e+00 4.725268e-03 2.629435e-04 4.795862e-06
-2.542373e-01 3.474576e+00 -4.261359e-02 -5.185824e-01 -1.140746e+01 1.209820e-02 9.558660e-04 3.861016e-05
-2.542373e-01 3.644068e+00 -2.242692e-02 -2.268432e-01 -3.775139e+00 6.923075e-03 6.383035e-04 3.069587e-05
-2.542373e-01 3.813559e+00 1.794284e-02 2.606225e-01 6.897739e+00 -4.598970e-03 -2.841570e-04 -7.337750e-06
-2.542373e-01 3.983051e+00 3.729703e-02 4.539196e-01 1.005792e+01 -1.061262e-02 -8.463624e-04 -3.488943e-05
-2.542373e-01 4.152542e+00 1.839257e-02 1.880072e-01 3.198149e+00 -5.661186e-03 -5.213537e-04 -2.523815e-05
-2.542373e-01 4.322034e+00 -1.717272e-02 -2.420469e-01 -6.286999e+00 4.500968e-03 2.973026e-04 9.031080e-06
-2.542373e-01 4.491525e+00 -3.311245e-02 -4.027323e-01 -8.961982e+00 9.439663e-03 7.581242e-04 3.171351e-05
-2.542373e-01 4.661017e+00 -1.513947e-02 -1.554630e-01 -2.671503e+00 4.655548e-03 4.291540e-04 2.090627e-05
-2.542373e-01 4.830508e+00 1.658326e-02 2.282750e-01 5.830785e+00 -4.418476e-03 -3.054316e-04 -1.019043e-05
-2.542373e-01 5.000000e+00 2.970988e-02 3.609964e-01 8.053221e+00 -8.483158e-03 -6.850459e-04 -2.897363e-05

-8.474576e-02 -5.000000e+00 8.487560e-03 6.814699e-04 2.862415e-05 8.487560e-03 6.814699e-04 2.862415e-05
-8.474576e-02 -4.830508e+00 4.133691e-03 2.806403e-04 9.089628e-06 4.133691e-03 2.806403e-04 9.089628e-06
-8.474576e-02 -4.661017e+00 -4.957303e-03 -4.505917e-04 -2.162388e-05 -4.957303e-03 -4.505917e-04 -2.162388e-05
-8.474576e-02 -4.491525e+00 -9.425518e-03 -7.516057e-04 -3.117538e-05 -9.425518e-03 -7.516057e-04 -3.117538e-05
-8.474576e-02 -4.322034e+00 -4.135231e-03 -2.656455e-04 -7.653076e-06 -4.135231e-03 -2.656455e-04 -7.653076e-06
-8.474576e-02 -4.152542e+00 6.029031e-03 5.465585e-04 2.601502e-05 6.029031e-03 5.465585e-04 2.601502e-05
-8.474576e-02 -3.983051e+00 1.056996e-02 8.353182e-04 3.406840e-05 1.056996e-02 8.353182e-04 3.406840e-05
-8.474576e-02 -3.813559e+00 4.117715e-03 2.428006e-04 5.585971e-06 4.117715e-03 2.428006e-04 5.585971e-06
-8.474576e-02 -3.644068e+00 -7.383624e-03 -6.683205e-04 -3.150969e-05 -7.383624e-03 -6.683205e-04 -3.150969e-05
-8.474576e-02 -3.474576e+00 -1.201024e-02 -9.375577e-04 -3.734943e-05 -1.201024e-02 -9.375577e-04 -3.734943e-05
-8.474576e-02 -3.305085e+00 -4.071133e-03 -2.072840e-04 -2.529801e-06 -4.071133e-03 -2.072840e-04 -2.529801e-06
-8.474576e-02 -3.135593e+00 9.158508e-03 8.283277e-04 3.856463e-05 9.158508e-03 8.283277e-04 3.856463e-05
-8.474576e-02 -2.966102e+00 1.389588e-02 1.065794e-03 4.101825e-05 1.389588e-02 1.065794e-03 4.101825e-05
-8.474576e-02 -2.796610e+00 3.975694e-03 1.497534e-04 -2.162560e-06 3.975694e-03 1.497534e-04 -2.162560e-06
-8.474576e-02 -2.627119e+00 -1.159878e-02 -1.048396e-03 -4.788750e-05 -1.159878e-02 -1.048396e-03 -4.788750e-05
-8.474576e-02 -2.457627e+00 -1.649718e-02 -1.231468e-03 -4.490231e-05 -1.649718e-02 -1.231468e-03 -4.490231e-05
-8.474576e-02 -2.288136e+00 -3.787547e-03 -5.021585e-05 9.730351e-06 -3.787547e-03 -5.021585e-05 9.730351e-06
-8.474576e-02 -2.118644e+00 1.518790e-02 1.370008e-03 6.055947e-05 1.518790e-02 1.370008e-03 6.055947e-05
-8.474576e-02 -1.949153e+00 2.035738e-02 1.451453e-03 4.825107e-05 2.035738e-02 1.451453e-03 4.825107e-05
-8.474576e-02 -1.779661e+00 3.392681e-03 -1.401598e-04 -2.267995e-05 3.392681e-03 -1.401598e-04 -2.267995e-05
-8.474576e-02 -1.610169e+00 -2.102886e-02 -1.880425e-03 -7.800509e-05 -2.102886e-02 -1.880425e-03 -7.800509e-05
-8.474576e-02 -1.440678e+00 -2.675037e-02 -1.742821e-03 -4.838698e-05 -2.675037e-02 -1.742821e-03 -4.838698e-05
-8.474576e-02 -1.271186e+00 -2.412381e-03 5.641628e-04 4.612543e-05 -2.412381e-03 5.641628e-04 4.612543e-05
-8.474576e-02 -1.101695e+00 3.229141e-02 2.783248e-03 1.005191e-04 3.229141e-02 2.783248e-03 1.005191e-04
-8.474576e-02 -9.322034e-01 3.950461e-02 2.045659e-03 3.643855e-05 3.950461e-02 2.045659e-03 3.643855e-05
-8.474576e-02 -7.627119e-01 -1.098700e-03 -1.747480e-03 -8.819454e-05 -1.098700e-03 -1.747480e-03 -8.819454e-05
-8.474576e-02 -5.932203e-01 -6.307417e-02 -4.494448e-03 -1.178754e-04 -6.307417e-02 -4.494448e-03 -1.178754e-04
-8.474576e-02 -4.237288e-01 -7.706953e-02 -1.357488e-03 9.511116e-06 -7.706953e-02 -1.357488e-03 9.511116e-06
-8.474576e-02 -2.542373e-01 3.693564e-02 5.536280e-03 1.416973e-04 3.693564e-02 5.536280e-03 1.416973e-04
-8.474576e-02 -8.474576e-02 3.614776e-01 4.696174e-03 8.824235e-05 3.614776e-01 4.696174e-03 8.824235e-05
-8.474576e-02 8.474576e-02 2.519249e-01 -1.264849e+00 -1.809423e+01 -3.614776e-01 -4.696174e-03 -8.824235e-05
-8.474576e-02 2.542373e-01 -2.213828e-01 -2.891941e+00 -3.958777e+01 -3.693564e-02 -5.536280e-03 -1.416973e-04
-8.474576e-02 4.237288e-01 -3.260324e-01 -2.521459e+00 -2.958436e+01 7.706953e-02 1.357488e-03 -9.511116e-06
-8.474576e-02 5.932203e-01 -1.724762e-01 -6.170016e-01 2.088026e+00 6.307417e-02 4.494448e-03 1.178754e-04
-8.474576e-02 7.627119e-01 4.522179e-02 1.245631e+00 2.826415e+01 1.098700e-03 1.747480e-03 8.819454e-05
-8.474576e-02 9.322034e-01 1.511863e-01 1.714495e+00 2.832276e+01 -3.950461e-02 -2.045659e-03 -3.643855e-05
-8.474576e-02 1.101695e+00 9.826653e-02 7.105546e-01 5.218512e+00 -3.229141e-02 -2.783248e-03 -1.005191e-04
-8.474576e-02 1.271186e+00 -2.644953e-02 -6.671062e-01 -1.890051e+01 2.412381e-03 -5.641628e-04 -4.612543e-05
-8.474576e-02 1.440678e+00 -9.875722e-02 -1.199863e+00 -2.339994e+01 2.675037e-02 1.742821e-03 4.838698e-05
-8.474576e-02 1.610169e+00 -6.635765e-02 -5.822658e-01 -6.889101e+00 2.102886e-02 1.880425e-03 7.800509e-05
-8.474576e-02 1.779661e+00 2.107049e-02 4.505503e-01 1.348331e+01 -3.392681e-03 1.401598e-04 2.267995e-05
-8.474576e-02 1.949153e+00 7.380859e-02 9.103464e-01 1.909531e+01 -2.035738e-02 -1.451453e-03 -4.825107e-05
-8.474576e-02 2.118644e+00 4.877394e-02 4.648774e-01 6.651150e+00 -1.518790e-02 -1.370008e-03 -6.055947e-05
-8.474576e-02 2.288136e+00 -1.879403e-02 -3.508545e-01 -1.041413e+01 3.787547e-03 5.021585e-05 -9.730351e-06
-8.474576e-02 2.457627e+00 -5.917213e-02 -7.313627e-01 -1.587293e+01 1.649718e-02 1.231468e-03 4.490231e-05
-8.474576e-02 2.627119e+00 -3.761447e-02 -3.742397e-01 -5.900895e+00 1.159878e-02 1.048396e-03 4.788750e-05
-8.474576e-02 2.796610e+00 1.759326e-02 2.973085e-01 8.580082e+00 -3.975694e-03 -1.497534e-04 2.162560e-06
-8.474576e-02 2.966102e+00 4.948916e-02 6.107540e-01 1.348285e+01 -1.389588e-02 -1.065794e-03 -4.101825e-05
-8.474576e-02 3.135593e+00 2.987201e-02 3.045704e-01 5.075106e+00 -9.158508e-03 -8.283277e-04 -3.856463e-05
-8.474576e-02 3.305085e+00 -1.685571e-02 -2.651315e-01 -7.413181e+00 4.071133e-03 2.072840e-04 2.529801e-06
-8.474576e-02 3.474576e+00 -4.255978e-02 -5.239272e-01 -1.166903e+01 1.201024e-02 9.375577e-04 3.734943e-05
-8.474576e-02 3.644068e+00 -2.416166e-02 -2.498898e-01 -4.301900e+00 7.383624e-03 6.683205e-04 3.150969e-05
-8.474576e-02 3.813559e+00 1.634564e-02 2.440536e-01 6.626475e+00 -4.117715e-03 -2.428006e-04 -5.585971e-06
-8.474576e-02 3.983051e+00 3.731693e-02 4.581774e-01 1.025245e+01 -1.056996e-02 -8.353182e-04 -3.406840e-05
-8.474576e-02 4.152542e+00 1.975876e-02 2.059462e-01 3.611764e+00 -6.029031e-03 -5.465585e-04 -2.601502e-05
-8.474576e-02 4.322034e+00 -1.595680e-02 -2.292442e-01 -6.068207e+00 4.135231e-03 2.656455e-04 7.653076e-06
-8.474576e-02 4.491525e+00 -3.318117e-02 -4.063816e-01 -9.115240e+00 9.425518e-03 7.516057e-04 3.117538e-05
-8.474576e-02 4.661017e+00 -1.624791e-02 -1.698608e-01 -3.004524e+00 4.957303e-03 4.505917e-04 2.162388e-05
-8.474576e-02 4.830508e+00 1.563568e-02 2.182016e-01 5.653643e+00 -4.133691e-03 -2.806403e-04 -9.089628e-06
-8.474576e-02 5.000000e+00 2.981101e-02 3.642700e-01 8.179579e+00 -8.487560e-03 -6.814699e-04 -2.862415e-05

8.474576e-02 -5.000000e+00 8.487560e-03 6.814699e-04 2.862415e-05 8.487560e-03 6.814699e-04 2.862415e-05
8.474576e-02 -4.830508e+00 4.133691e-03 2.806403e-04 9.089628e-06 4.133691e-03 2.806403e-04 9.089628e-06
8.474576e-02 -4.661017e+00 -4.957303e-03 -4.505917e-04 -2.162388e-05 -4.957303e-03 -4.505917e-04 -2.162388e-05
8.474576e-02 -4.491525e+00 -9.425518e-03 -7.516057e-04 -3.117538e-05 -9.425518e-03 -7.516057e-04 -3.117538e-05
8.474576e-02 -4.322034e+00 -4.135231e-03 -2.656455e-04 -7.653076e-06 -4.135231e-03 -2.656455e-04 -7.653076e-06
8.474576e-02 -4.152542e+00 6.029031e-03 5.465585e-04 2.601502e-05 6.029031e-03 5.465585e-04 2.601502e-05
8.474576e-02 -3.983051e+00 1.056996e-02 8.353182e-04 3.406840e-05 1.056996e-02 8.353182e-04 3.406840e-05
8.474576e-02 -3.813559e+00 4.117715e-03 2.428006e-04 5.585971e-06 4.117715e-03 2.428006e-04 5.585971e-06
8.474576e-02 -3.644068e+00 -7.383624e-03 -6.683205e-04 -3.150969e-05 -7.383624e-03 -6.683205e-04 -3.150969e-05
8.474576e-02 -3.474576e+00 -1.201024e-02 -9.375577e-04 -3.734943e-05 -1.201024e-02 -9.375577e-04 -3.734943e-05
8.474576e-02 -3.305085e+00 -4.071133e-03 -2.072840e-04 -2.529801e-06 -4.071133e-03 -2.072840e-04 -2.529801e-06
8.474576e-02 -3.135593e+00 9.158508e-03 8.283277e-04 3.856463e-05 9.158508e-03 8.283277e-04 3.856463e-05
8.474576e-02 -2.966102e+00 1.389588e-02 1.065794e-03 4.101825e-05 1.389588e-02 1.065794e-03 4.101825e-05
8.474576e-02 -2.796610e+00 3.975694e-03 1.497534e-04 -2.162560e-06 3.975694e-03 1.497534e-04 -2.162560e-06
8.474576e-02 -2.627119e+00 -1.159878e-02 -1.048396e-03 -4.788750e-05 -1.159878e-02 -1.048396e-03 -4.788750e-05
8.474576e-02 -2.457627e+00 -1.649718e-02 -1.231468e-03 -4.490231e-05 -1.649718e-02 -1.231468e-03 -4.490231e-05
8.474576e-02 -2.288136e+00 -3.787547e-03 -5.021585e-05 9.730351e-06 -3.787547e-03 -5.021585e-05 9.730351e-06
8.474576e-02 -2.118644e+00 1.518790e-02 1.370008e-03 6.055947e-05 1.518790e-02 1.370008e-03 6.055947e-05
8.474576e-02 -1.949153e+00 2.035738e-02 1.451453e-03 4.825107e-05 2.035738e-02 1.451453e-03 4.825107e-05
8.474576e-02 -1.779661e+00 3.392681e-03 -1.401598e-04 -2.267995e-05 3.392681e-03 -1.401598e-04 -2.267995e-05
8.474576e-02 -1.610169e+00 -2.102886e-02 -1.880425e-03 -7.800509e-05 -2.102886e-02 -1.880425e-03 -7.800509e-05
8.474576e-02 -1.440678e+00 -2.675037e-02 -1.742821e-03 -4.838698e-05 -2.675037e-02 -1.742821e-03 -4.838698e-05
8.474576e-02 -1.271186e+00 -2.412381e-03 5.641628e-04 4.612543e-05 -2.412381e-03 5.641628e-04 4.612543e-05
8.474576e-02 -1.101695e+00 3.229141e-02 2.783248e-03 1.005191e-04 3.229141e-02 2.783248e-03 1.005191e-04
8.474576e-02 -9.322034e-01 3.950461e-02 2.045659e-03 3.643855e-05 3.950461e-02 2.045659e-03 3.643855e-05
8.474576e-02 -7.627119e-01 -1.098700e-03 -1.747480e-03 -8.819454e-05 -1.098700e-03 -1.747480e-03 -8.819454e-05
8.474576e-02 -5.932203e-01 -6.307417e-02 -4.494448e-03 -1.178754e-04 -6.307417e-02 -4.494448e-03 -1.178754e-04
8.474576e-02 -4.237288e-01 -7.706953e-02 -1.357488e-03 9.511116e-06 -7.706953e-02 -1.357488e-03 9.511116e-06
8.474576e-02 -2.542373e-01 3.693564e-02 5.536280e-03 1.416973e-04 3.693564e-02 5.536280e-03 1.416973e-04
8.474576e-02 -8.474576e-02 3.614776e-01 4.696174e-03 8.824235e-05 3.614776e-01 4.696174e-03 8.824235e-05
8.474576e-02 8.474576e-02 2.519249e-01 -1.264849e+00 -1.809423e+01 -3.614776e-01 -4.696174e-03 -8.824235e-05
8.474576e-02 2.542373e-01 -2.213828e-01 -2.891941e+00 -3.958777e+01 -3.693564e-02 -5.536280e-03 -1.416973e-04
8.474576e-02 4.237288e-01 -3.260324e-01 -2.521459e+00 -2.958436e+01 7.706953e-02 1.357488e-03 -9.511116e-06
8.474576e-02 5.932203e-01 -1.724762e-01 -6.170016e-01 2.088026e+00 6.307417e-02 4.494448e-03 1.178754e-04
8.474576e-02 7.627119e-01 4.522179e-02 1.245631e+00 2.826415e+01 1.098700e-03 1.747480e-03 8.819454e-05
8.474576e-02 9.322034e-01 1.511863e-01 1.714495e+00 2.832276e+01 -3.950461e-02 -2.045659e-03 -3.643855e-05
8.474576e-02 1.101695e+00 9.826653e-02 7.105546e-01 5.218512e+00 -3.229141e-02 -2.783248e-03 -1.005191e-04
8.474576e-02 1.271186e+00 -2.644953e-02 -6.671062e-01 -1.890051e+01 2.412381e-03 -5.641628e-04 -4.612543e-05
8.474576e-02 1.440678e+00 -9.875722e-02 -1.199863e+00 -2.339994e+01 2.675037e-02 1.742821e-03 4.838698e-05
8.474576e-02 1.610169e+00 -6.635765e-02 -5.822658e-01 -6.889101e+00 2.102886e-02 1.880425e-03 7.800509e-05
8.474576e-02 1.779661e+00 2.107049e-02 4.505503e-01 1.348331e+01 -3.392681e-03 1.401598e-04 2.267995e-05
8.474576e-02 1.949153e+00 7.380859e-02 9.103464e-01 1.909531e+01 -2.035738e-02 -1.451453e-03 -4.825107e-05
8.474576e-02 2.118644e+00 4.877394e-02 4.648774e-01 6.651150e+00 -1.518790e-02 -1.370008e-03 -6.055947e-05
8.474576e-02 2.288136e+00 -1.879403e-02 -3.508545e-01 -1.041413e+01 3.787547e-03 5.021585e-05 -9.730351e-06
8.474576e-02 2.457627e+00 -5.917213e-02 -7.313627e-01 -1.587293e+01 1.649718e-02 1.231468e-03 4.490231e-05
8.474576e-02 2.627119e+00 -3.761447e-02 -3.742397e-01 -5.900895e+00 1.159878e-02 1.048396e-03 4.788750e-05
8.474576e-02 2.796610e+00 1.759326e-02 2.973085e-01 8.580082e+00 -3.975694e-03 -1.497534e-04 2.162560e-06
8.474576e-02 2.966102e+00 4.948916e-02 6.107540e-01 1.348285e+01 -1.389588e-02 -1.065794e-03 -4.101825e-05
8.474576e-02 3.135593e+00 2.987201e-02 3.045704e-01 5.075106e+00 -9.158508e-03 -8.283277e-04 -3.856463e-05
8.474576e-02 3.305085e+00 -1.685571e-02 -2.651315e-01 -7.413181e+00 4.071133e-03 2.072840e-04 2.529801e-06
8.474576e-02 3.474576e+00 -4.255978e-02 -5.239272e-01 -1.166903e+01 1.201024e-02 9.375577e-04 3.734943e-05
8.474576e-02 3.644068e+00 -2.416166e-02 -2.498898e-01 -4.301900e+00 7.383624e-03 6.683205e-04 3.150969e-05
8.474576e-02 3.813559e+00 1.634564e-02 2.440536e-01 6.626475e+00 -4.117715e-03 -2.428006e-04 -5.585971e-06
8.474576e-02 3.983051e+00 3.731693e-02 4.581774e-01 1.025245e+01 -1.056996e-02 -8.353182e-04 -3.406840e-05
8.474576e-02 4.152542e+00 1.975876e-02 2.059462e-01 3.611764e+00 -6.029031e-03 -5.465585e-04 -2.601502e-05
8.474576e-02 4.322034e+00 -1.595680e-02 -2.292442e-01 -6.068207e+00 4.135231e-03 2.656455e-04 7.653076e-06
8.474576e-02 4.491525e+00 -3.318117e-02 -4.063816e-01 -9.115240e+00 9.425518e-03 7.516057e-04 3.117538e-05
8.474576e-02 4.661017e+00 -1.624791e-02 -1.698608e-01 -3.004524e+00 4.957303e-03 4.505917e-04 2.162388e-05
8.474576e-02 4.830508e+00 1.563568e-02 2.182016e-01 5.653643e+00 -4.133691e-03 -2.806403e-04 -9.089628e-06
8.474576e-02 5.000000e+00 2.981101e-02 3.642700e-01 8.179579e+00 -8.487560e-03 -6.814699e-04 -2.862415e-05

2.542373e-01 -5.000000e+00 8.483158e-03 6.850459e-04 2.897363e-05 8.483158e-03 6.850459e-04 2.897363e-05
2.542373e-01 -4.830508e+00 4.418476e-03 3.054316e-04 1.019043e-05 4.418476e-03 3.054316e-04 1.019043e-05
2.542373e-01 -4.661017e+00 -4.655548e-03 -4.291540e-04 -2.090627e-05 -4.655548e-03 -4.291540e-04 -2.090627e-05
2.542373e-01 -4.491525e+00 -9.439663e-03 -7.581242e-04 -3.171351e-05 -9.439663e-03 -7.581242e-04 -3.171351e-05
2.542373e-01 -4.322034e+00 -4.500968e-03 -2.973026e-04 -9.031080e-06 -4.500968e-03 -2.973026e-04 -9.031080e-06
2.542373e-01 -4.152542e+00 5.661186e-03 5.213537e-04 2.523815e-05 5.661186e-03 5.213537e-04 2.523815e-05
2.542373e-01 -3.983051e+00 1.061262e-02 8.463624e-04 3.488943e-05 1.061262e-02 8.463624e-04 3.488943e-05
2.542373e-01 -3.813559e+00 4.598970e-03 2.841570e-04 7.337750e-06 4.598970e-03 2.841570e-04 7.337750e-06
2.542373e-01 -3.644068e+00 -6.923075e-03 -6.383035e-04 -3.069587e-05 -6.923075e-03 -6.383035e-04 -3.069587e-05
2.542373e-01 -3.474576e+00 -1.209820e-02 -9.558660e-04 -3.861016e-05 -1.209820e-02 -9.558660e-04 -3.861016e-05
2.542373e-01 -3.305085e+00 -4.725268e-03 -2.629435e-04 -4.795862e-06 -4.725268e-03 -2.629435e-04 -4.795862e-06
2.542373e-01 -3.135593e+00 8.560854e-03 7.921127e-04 3.778082e-05 8.560854e-03 7.921127e-04 3.778082e-05
2.542373e-01 -2.966102e+00 1.405926e-02 1.096452e-03 4.299274e-05 1.405926e-02 1.096452e-03 4.299274e-05
2.542373e-01 -2.796610e+00 4.905317e-03 2.276872e-04 8.206796e-07 4.905317e-03 2.276872e-04 8.206796e-07
2.542373e-01 -2.627119e+00 -1.078343e-02 -1.004328e-03 -4.731657e-05 -1.078343e-02 -1.004328e-03 -4.731657e-05
2.542373e-01 -2.457627e+00 -1.679490e-02 -1.284846e-03 -4.809583e-05 -1.679490e-02 -1.284846e-03 -4.809583e-05
2.542373e-01 -2.288136e+00 -5.195790e-03 -1.653739e-04 5.760765e-06 -5.195790e-03 -1.653739e-04 5.760765e-06
2.542373e-01 -2.118644e+00 1.399044e-02 1.317113e-03 6.070393e-05 1.399044e-02 1.317113e-03 6.070393e-05
2.542373e-01 -1.949153e+00 2.091948e-02 1.551585e-03 5.363803e-05 2.091948e-02 1.551585e-03 5.363803e-05
2.542373e-01 -1.779661e+00 5.744766e-03 4.317609e-05 -1.751771e-05 5.744766e-03 4.317609e-05 -1.751771e-05
2.542373e-01 -1.610169e+00 -1.905033e-02 -1.824625e-03 -8.030816e-05 -1.905033e-02 -1.824625e-03 -8.030816e-05
2.542373e-01 -1.440678e+00 -2.792084e-02 -1.956440e-03 -5.780929e-05 -2.792084e-02 -1.956440e-03 -5.780929e-05
2.542373e-01 -1.271186e+00 -7.047941e-03 2.417705e-04 4.056500e-05 -7.047941e-03 2.417705e-04 4.056500e-05
2.542373e-01 -1.101695e+00 2.824184e-02 2.781894e-03 1.091915e-04 2.824184e-02 2.781894e-03 1.091915e-04
2.542373e-01 -9.322034e-01 4.251993e-02 2.611618e-03 5.204519e-05 4.251993e-02 2.611618e-03 5.204519e-05
2.542373e-01 -7.627119e-01 1.169606e-02 -1.149687e-03 -8.897389e-05 1.169606e-02 -1.149687e-03 -8.897389e-05
2.542373e-01 -5.932203e-01 -4.949713e-02 -5.103231e-03 -1.417224e-04 -4.949713e-02 -5.103231e-03 -1.417224e-04
2.542373e-01 -4.237288e-01 -9.039830e-02 -3.239978e-03 -2.888295e-06 -9.039830e-02 -3.239978e-03 -2.888295e-06
2.542373e-01 -2.542373e-01 -6.041381e-02 6.409081e-03 1.691233e-04 -6.041381e-02 6.409081e-03 1.691233e-04
2.542373e-01 -8.474576e-02 3.246088e-02 8.737993e-03 1.122451e-04 3.246088e-02 8.737993e-03 1.122451e-04
2.542373e-01 8.474576e-02 -5.405956e-02 -1.042736e+00 -1.587184e+01 -3.246088e-02 -8.737993e-03 -1.122451e-04
2.542373e-01 2.542373e-01 -2.605155e-01 -2.355242e+00 -3.437980e+01 6.041381e-02 -6.409081e-03 -1.691233e-04
2.542373e-01 4.237288e-01 -2.720956e-01 -1.947954e+00 -2.470813e+01 9.039830e-02 3.239978e-03 2.888295e-06
2.542373e-01 5.932203e-01 -1.088606e-01 -2.648316e-01 3.819936e+00 4.949713e-02 5.103231e-03 1.417224e-04
2.542373e-01 7.627119e-01 7.815767e-02 1.281608e+00 2.641297e+01 -1.169606e-02 1.149687e-03 8.897389e-05
2.542373e-01 9.322034e-01 1.493471e-01 1.533325e+00 2.485126e+01 -4.251993e-02 -2.611618e-03 -5.204519e-05
2.542373e-01 1.101695e+00 7.986730e-02 5.064959e-01 2.804595e+00 -2.824184e-02 -2.781894e-03 -1.091915e-04
2.542373e-01 1.271186e+00 -4.055908e-02 -7.477624e-01 -1.885000e+01 7.047941e-03 -2.417705e-04 -4.056500e-05
2.542373e-01 1.440678e+00 -9.938533e-02 -1.140851e+00 -2.152648e+01 2.792084e-02 1.956440e-03 5.780929e-05
2.542373e-01 1.610169e+00 -5.792132e-02 -4.723840e-01 -5.027750e+00 1.905033e-02 1.824625e-03 8.030816e-05
2.542373e-01 1.779661e+00 2.858321e-02 5.104003e-01 1.390920e+01 -5.744766e-03 -4.317609e-05 1.751771e-05
2.542373e-01 1.949153e+00 7.436093e-02 8.862341e-01 1.808245e+01 -2.091948e-02 -1.551585e-03 -5.363803e-05
2.542373e-01 2.118644e+00 4.390392e-02 3.990009e-01 5.337285e+00 -1.399044e-02 -1.317113e-03 -6.070393e-05
2.542373e-01 2.288136e+00 -2.338254e-02 -3.926729e-01 -1.088414e+01 5.195790e-03 1.653739e-04 -5.760765e-06
2.542373e-01 2.457627e+00 -5.950351e-02 -7.191316e-01 -1.528155e+01 1.679490e-02 1.284846e-03 4.809583e-05
2.542373e-01 2.627119e+00 -3.440857e-02 -3.307745e-01 -4.963260e+00 1.078343e-02 1.004328e-03 4.731657e-05
2.542373e-01 2.796610e+00 2.065237e-02 3.271410e-01 8.989656e+00 -4.905317e-03 -2.276872e-04 -8.206796e-07
2.542373e-01 2.966102e+00 4.965448e-02 6.032610e-01 1.310543e+01 -1.405926e-02 -1.096452e-03 -4.299274e-05
2.542373e-01 3.135593e+00 2.757912e-02 2.737526e-01 4.384009e+00 -8.560854e-03 -7.921127e-04 -3.778082e-05
2.542373e-01 3.305085e+00 -1.901997e-02 -2.870633e-01 -7.749134e+00 4.725268e-03 2.629435e-04 4.795862e-06
2.542373e-01 3.474576e+00 -4.261359e-02 -5.185824e-01 -1.140746e+01 1.209820e-02 9.558660e-04 3.861016e-05
2.542373e-01 3.644068e+00 -2.242692e-02 -2.268432e-01 -3.775139e+00 6.923075e-03 6.383035e-04 3.069587e-05
2.542373e-01 3.813559e+00 1.794284e-02 2.606225e-01 6.897739e+00 -4.598970e-03 -2.841570e-04 -7.337750e-06
