z_by_lambda_0 V_re V_im I_re I_im Z_rel_re Z_rel_im
1.627034 -6.834631e+01 6.452492e+01 -1.814197e-01 1.712761e-01 1.000000e+00 -1.099371e-16
1.634543 -6.522691e+01 6.767669e+01 -1.731395e-01 1.796423e-01 1.000000e+00 0.000000e+00
1.642053 -6.196232e+01 7.067782e+01 -1.644739e-01 1.876085e-01 1.000000e+00 0.000000e+00
1.649562 -5.855982e+01 7.352164e+01 -1.554423e-01 1.951572e-01 1.000000e+00 0.000000e+00
1.657071 -5.502697e+01 7.620181e+01 -1.460646e-01 2.022715e-01 1.000000e+00 -6.128646e-17
1.664581 -5.137165e+01 7.871237e+01 -1.363619e-01 2.089356e-01 1.000000e+00 0.000000e+00
1.672090 -4.760198e+01 8.104773e+01 -1.263556e-01 2.151346e-01 1.000000e+00 0.000000e+00
1.679599 -4.372635e+01 8.320270e+01 -1.160681e-01 2.208548e-01 1.000000e+00 0.000000e+00
1.687109 -3.975340e+01 8.517247e+01 -1.055222e-01 2.260834e-01 1.000000e+00 0.000000e+00
1.694618 -3.569197e+01 8.695267e+01 -9.474144e-02 2.308088e-01 1.000000e+00 -6.993300e-17
1.702128 -3.155110e+01 8.853932e+01 -8.374982e-02 2.350204e-01 1.000000e+00 3.560454e-17
1.709637 -2.733999e+01 8.992890e+01 -7.257179e-02 2.387090e-01 1.000000e+00 -3.616334e-17
1.717146 -2.306804e+01 9.111832e+01 -6.123223e-02 2.418662e-01 1.000000e+00 -3.664164e-17
1.724656 -1.874474e+01 9.210493e+01 -4.975638e-02 2.444850e-01 1.000000e+00 0.000000e+00
1.732165 -1.437971e+01 9.288653e+01 -3.816978e-02 2.465597e-01 1.000000e+00 1.867635e-17
1.739675 -9.982682e+00 9.346138e+01 -2.649822e-02 2.480856e-01 1.000000e+00 0.000000e+00
1.747184 -5.563433e+00 9.382820e+01 -1.476768e-02 2.490593e-01 1.000000e+00 9.432844e-18
1.754693 -1.131800e+00 9.398618e+01 -3.004271e-03 2.494787e-01 1.000000e+00 0.000000e+00
1.762203 3.302352e+00 9.393496e+01 8.765825e-03 2.493427e-01 1.000000e+00 0.000000e+00
1.769712 7.729154e+00 9.367467e+01 2.051641e-02 2.486518e-01 1.000000e+00 0.000000e+00
1.777222 1.213875e+01 9.320587e+01 3.222133e-02 2.474074e-01 1.000000e+00 1.874056e-17
1.784731 1.652133e+01 9.252961e+01 4.385453e-02 2.456123e-01 1.000000e+00 0.000000e+00
1.792240 2.086714e+01 9.164740e+01 5.539012e-02 2.432706e-01 1.000000e+00 -3.685440e-17
1.799750 2.516650e+01 9.056120e+01 6.680242e-02 2.403873e-01 1.000000e+00 3.641761e-17
1.807259 2.940984e+01 8.927342e+01 7.806603e-02 2.369691e-01 1.000000e+00 0.000000e+00
1.814768 3.358772e+01 8.778695e+01 8.915588e-02 2.330233e-01 1.000000e+00 0.000000e+00
1.822278 3.769085e+01 8.610507e+01 1.000473e-01 2.285589e-01 1.000000e+00 0.000000e+00
1.829787 4.171008e+01 8.423154e+01 1.107160e-01 2.235858e-01 1.000000e+00 -6.774449e-17
1.837297 4.563647e+01 8.217053e+01 1.211383e-01 2.181150e-01 1.000000e+00 -6.608689e-17
1.844806 4.946128e+01 7.992662e+01 1.312910e-01 2.121587e-01 1.000000e+00 0.000000e+00
1.852315 5.317601e+01 7.750481e+01 1.411514e-01 2.057302e-01 1.000000e+00 0.000000e+00
1.859825 5.677237e+01 7.491049e+01 1.506976e-01 1.988438e-01 1.000000e+00 0.000000e+00
1.867334 6.024237e+01 7.214943e+01 1.599085e-01 1.915148e-01 1.000000e+00 0.000000e+00
1.874844 6.357828e+01 6.922778e+01 1.687634e-01 1.837595e-01 1.000000e+00 5.567749e-17
1.882353 6.677267e+01 6.615205e+01 1.772426e-01 1.755952e-01 1.000000e+00 -1.074059e-16
1.889862 6.981845e+01 6.292907e+01 1.853274e-01 1.670401e-01 1.000000e+00 0.000000e+00
1.897372 7.270882e+01 5.956602e+01 1.929996e-01 1.581132e-01 1.000000e+00 -5.847717e-17
1.904881 7.543735e+01 5.607039e+01 2.002423e-01 1.488343e-01 1.000000e+00 0.000000e+00
1.912390 7.799798e+01 5.244996e+01 2.070393e-01 1.392242e-01 1.000000e+00 6.273105e-17
1.919900 8.038500e+01 4.871279e+01 2.133754e-01 1.293041e-01 1.000000e+00 -6.465085e-17
1.927409 8.259309e+01 4.486719e+01 2.192366e-01 1.190963e-01 1.000000e+00 0.000000e+00
1.934919 8.461735e+01 4.092172e+01 2.246099e-01 1.086234e-01 1.000000e+00 6.805478e-17
1.942428 8.645327e+01 3.688517e+01 2.294832e-01 9.790868e-02 1.000000e+00 0.000000e+00
1.949937 8.809676e+01 3.276652e+01 2.338457e-01 8.697606e-02 1.000000e+00 0.000000e+00
1.957447 8.954416e+01 2.857494e+01 2.376877e-01 7.584985e-02 1.000000e+00 -3.600862e-17
1.964956 9.079225e+01 2.431975e+01 2.410006e-01 6.455481e-02 1.000000e+00 0.000000e+00
1.972466 9.183826e+01 2.001044e+01 2.437772e-01 5.311608e-02 1.000000e+00 0.000000e+00
1.979975 9.267985e+01 1.565658e+01 2.460111e-01 4.155913e-02 1.000000e+00 0.000000e+00
1.987484 9.331515e+01 1.126788e+01 2.476975e-01 2.990967e-02 1.000000e+00 1.876253e-17
1.994994 9.374276e+01 6.854098e+00 2.488325e-01 1.819365e-02 1.000000e+00 0.000000e+00
2.002503 9.396171e+01 2.425059e+00 2.494137e-01 6.437121e-03 1.000000e+00 0.000000e+00
2.010013 9.397151e+01 -2.009378e+00 2.494397e-01 -5.333731e-03 1.000000e+00 0.000000e+00
2.017522 9.377216e+01 -6.439343e+00 2.489106e-01 -1.709271e-02 1.000000e+00 0.000000e+00
2.025031 9.336409e+01 -1.085497e+01 2.478274e-01 -2.881365e-02 1.000000e+00 0.000000e+00
2.032541 9.274820e+01 -1.524644e+01 2.461926e-01 -4.047045e-02 1.000000e+00 0.000000e+00
2.040050 9.192588e+01 -1.960398e+01 2.440098e-01 -5.203717e-02 1.000000e+00 -3.696639e-17
2.047559 9.089894e+01 -2.391788e+01 2.412839e-01 -6.348807e-02 1.000000e+00 0.000000e+00
2.055069 8.966969e+01 -2.817854e+01 2.380209e-01 -7.479765e-02 1.000000e+00 -3.605910e-17
2.062578 8.824084e+01 -3.237649e+01 2.342281e-01 -8.594075e-02 1.000000e+00 7.096903e-17
2.070088 8.661559e+01 -3.650237e+01 2.299140e-01 -9.689256e-02 1.000000e+00 0.000000e+00
2.077597 8.479755e+01 -4.054700e+01 2.250882e-01 -1.076287e-01 1.000000e+00 0.000000e+00
2.085106 8.279076e+01 -4.450138e+01 2.197613e-01 -1.181253e-01 1.000000e+00 0.000000e+00
2.092616 8.059970e+01 -4.835671e+01 2.139454e-01 -1.283590e-01 1.000000e+00 0.000000e+00
2.100125 7.822924e+01 -5.210441e+01 2.076532e-01 -1.383069e-01 1.000000e+00 6.291705e-17
2.107635 7.568465e+01 -5.573613e+01 2.008988e-01 -1.479470e-01 1.000000e+00 0.000000e+00
2.115144 7.297161e+01 -5.924380e+01 1.936972e-01 -1.572578e-01 1.000000e+00 0.000000e+00
2.122653 7.009614e+01 -6.261960e+01 1.860645e-01 -1.662186e-01 1.000000e+00 0.000000e+00
2.130163 6.706466e+01 -6.585602e+01 1.780177e-01 -1.748094e-01 1.000000e+00 -1.078755e-16
2.137672 6.388390e+01 -6.894585e+01 1.695746e-01 -1.830112e-01 1.000000e+00 -0.000000e+00
2.145181 6.056094e+01 -7.188223e+01 1.607541e-01 -1.908055e-01 1.000000e+00 -0.000000e+00
2.152691 5.710319e+01 -7.465861e+01 1.515758e-01 -1.981752e-01 1.000000e+00 -0.000000e+00
2.160200 5.351834e+01 -7.726882e+01 1.420601e-01 -2.051038e-01 1.000000e+00 6.214461e-17
2.167710 4.981437e+01 -7.970704e+01 1.322282e-01 -2.115759e-01 1.000000e+00 6.410559e-17
2.175219 4.599952e+01 -8.196784e+01 1.221020e-01 -2.175770e-01 1.000000e+00 -0.000000e+00
2.182728 4.208228e+01 -8.404620e+01 1.117040e-01 -2.230938e-01 1.000000e+00 -6.759543e-17
2.190238 3.807138e+01 -8.593750e+01 1.010574e-01 -2.281141e-01 1.000000e+00 -0.000000e+00
2.197747 3.397574e+01 -8.763751e+01 9.018583e-02 -2.326266e-01 1.000000e+00 -0.000000e+00
2.205257 2.980447e+01 -8.914245e+01 7.911354e-02 -2.366214e-01 1.000000e+00 3.584708e-17
2.212766 2.556686e+01 -9.044898e+01 6.786516e-02 -2.400895e-01 1.000000e+00 -0.000000e+00
2.220275 2.127235e+01 -9.155419e+01 5.646573e-02 -2.430232e-01 1.000000e+00 -3.681692e-17
2.227785 1.693049e+01 -9.245562e+01 4.494061e-02 -2.454159e-01 1.000000e+00 -0.000000e+00
2.235294 1.255095e+01 -9.315126e+01 3.331547e-02 -2.472624e-01 1.000000e+00 1.872958e-17
2.242804 8.143465e+00 -9.363956e+01 2.161617e-02 -2.485586e-01 1.000000e+00 -0.000000e+00
2.250313 3.717858e+00 -9.391944e+01 9.868752e-03 -2.493015e-01 1.000000e+00 4.721008e-18
2.257822 -7.160238e-01 -9.399027e+01 -1.900627e-03 -2.494895e-01 1.000000e+00 -1.181142e-18
2.265332 -5.148312e+00 -9.385189e+01 -1.366578e-02 -2.491222e-01 1.000000e+00 -0.000000e+00
2.272841 -9.569141e+00 -9.350462e+01 -2.540051e-02 -2.482004e-01 1.000000e+00 -0.000000e+00
2.280350 -1.396867e+01 -9.294923e+01 -3.707870e-02 -2.467262e-01 1.000000e+00 -1.868896e-17
2.287860 -1.833711e+01 -9.218695e+01 -4.867437e-02 -2.447028e-01 1.000000e+00 -0.000000e+00
2.295369 -2.266473e+01 -9.121948e+01 -6.016169e-02 -2.421347e-01 1.000000e+00 -0.000000e+00
2.302879 -2.694191e+01 -9.004897e+01 -7.151511e-02 -2.390277e-01 1.000000e+00 -0.000000e+00
2.310388 -3.115912e+01 -8.867803e+01 -8.270935e-02 -2.353886e-01 1.000000e+00 -0.000000e+00
2.317897 -3.530697e+01 -8.710971e+01 -9.371949e-02 -2.312256e-01 1.000000e+00 -0.000000e+00
2.325407 -3.937624e+01 -8.534749e+01 -1.045210e-01 -2.265480e-01 1.000000e+00 -6.864201e-17
2.332916 -4.335786e+01 -8.339532e+01 -1.150899e-01 -2.213661e-01 1.000000e+00 -0.000000e+00
2.340426 -4.724298e+01 -8.125752e+01 -1.254027e-01 -2.156915e-01 1.000000e+00 -6.535258e-17
2.347935 -5.102294e+01 -7.893885e+01 -1.354363e-01 -2.095368e-01 1.000000e+00 -0.000000e+00
2.355444 -5.468934e+01 -7.644448e+01 -1.451684e-01 -2.029157e-01 1.000000e+00 -0.000000e+00
2.362954 -5.823401e+01 -7.377997e+01 -1.545774e-01 -1.958429e-01 1.000000e+00 -0.000000e+00
2.370463 -6.164906e+01 -7.095123e+01 -1.636424e-01 -1.883343e-01 1.000000e+00 -0.000000e+00
2.377972 -6.492689e+01 -6.796457e+01 -1.723431e-01 -1.804064e-01 1.000000e+00 1.093231e-16
2.385482 -6.806020e+01 -6.482663e+01 -1.806603e-01 -1.720770e-01 1.000000e+00 -1.094769e-16
2.392991 -7.104203e+01 -6.154440e+01 -1.885753e-01 -1.633646e-01 1.000000e+00 5.713663e-17
2.400501 -7.386573e+01 -5.812518e+01 -1.960706e-01 -1.542886e-01 1.000000e+00 -0.000000e+00
2.408010 -7.652502e+01 -5.457659e+01 -2.031295e-01 -1.448691e-01 1.000000e+00 -0.000000e+00
2.415519 -7.901398e+01 -5.090652e+01 -2.097362e-01 -1.351272e-01 1.000000e+00 -0.000000e+00
2.423029 -8.132707e+01 -4.712314e+01 -2.158761e-01 -1.250846e-01 1.000000e+00 -6.540853e-17
2.430538 -8.345914e+01 -4.323488e+01 -2.215355e-01 -1.147635e-01 1.000000e+00 -0.000000e+00
2.438048 -8.540545e+01 -3.925038e+01 -2.267018e-01 -1.041869e-01 1.000000e+00 -6.868862e-17
2.445557 -8.716166e+01 -3.517852e+01 -2.313635e-01 -9.337852e-02 1.000000e+00 -0.000000e+00
2.453066 -8.872386e+01 -3.102836e+01 -2.355103e-01 -8.236226e-02 1.000000e+00 -0.000000e+00
2.460576 -9.008859e+01 -2.680913e+01 -2.391328e-01 -7.116267e-02 1.000000e+00 -3.622755e-17
2.468085 -9.125279e+01 -2.253024e+01 -2.422231e-01 -5.980468e-02 1.000000e+00 -0.000000e+00
2.475594 -9.221388e+01 -1.820119e+01 -2.447743e-01 -4.831358e-02 1.000000e+00 -0.000000e+00
2.483104 -9.296972e+01 -1.383163e+01 -2.467806e-01 -3.671495e-02 1.000000e+00 -0.000000e+00
2.490613 -9.351863e+01 -9.431290e+00 -2.482376e-01 -2.503459e-02 1.000000e+00 -0.000000e+00
2.498123 -9.385938e+01 -5.009954e+00 -2.491421e-01 -1.329851e-02 1.000000e+00 -0.000000e+00
2.505632 -9.399122e+01 -5.774662e-01 -2.494921e-01 -1.532837e-03 1.000000e+00 -0.000000e+00
2.513141 -9.391385e+01 3.856307e+00 -2.492867e-01 1.023625e-02 1.000000e+00 -0.000000e+00
2.520651 -9.362745e+01 8.281496e+00 -2.485265e-01 2.198256e-02 1.000000e+00 -0.000000e+00
2.528160 -9.313265e+01 1.268825e+01 -2.472131e-01 3.367993e-02 1.000000e+00 1.872584e-17
2.535670 -9.243056e+01 1.706677e+01 -2.453494e-01 4.530235e-02 1.000000e+00 -0.000000e+00
2.543179 -9.152273e+01 2.140729e+01 -2.429397e-01 5.682392e-02 1.000000e+00 -0.000000e+00
2.550688 -9.041120e+01 2.570017e+01 -2.399892e-01 6.821902e-02 1.000000e+00 -0.000000e+00
2.558198 -8.909842e+01 2.993585e+01 -2.365045e-01 7.946228e-02 1.000000e+00 -3.582937e-17
2.565707 -8.758732e+01 3.410489e+01 -2.324934e-01 9.052866e-02 1.000000e+00 -0.000000e+00
2.573217 -8.588128e+01 3.819802e+01 -2.279649e-01 1.013936e-01 1.000000e+00 6.907132e-17
2.580726 -8.398408e+01 4.220614e+01 -2.229289e-01 1.120328e-01 1.000000e+00 -6.754546e-17
2.588235 -8.189994e+01 4.612030e+01 -2.173967e-01 1.224226e-01 1.000000e+00 6.586927e-17
2.595745 -7.963352e+01 4.993182e+01 -2.113807e-01 1.325399e-01 1.000000e+00 6.404646e-17
2.603254 -7.718984e+01 5.363219e+01 -2.048942e-01 1.423623e-01 1.000000e+00 -0.000000e+00
2.610763 -7.457435e+01 5.721319e+01 -1.979516e-01 1.518678e-01 1.000000e+00 5.997755e-17
2.618273 -7.179288e+01 6.066684e+01 -1.905684e-01 1.610352e-01 1.000000e+00 -0.000000e+00
2.625782 -6.885160e+01 6.398546e+01 -1.827610e-01 1.698442e-01 1.000000e+00 5.537494e-17
2.633292 -6.575708e+01 6.716167e+01 -1.745468e-01 1.782752e-01 1.000000e+00 0.000000e+00
2.640801 -6.251620e+01 7.018838e+01 -1.659442e-01 1.863093e-01 1.000000e+00 0.000000e+00
2.648310 -5.913616e+01 7.305886e+01 -1.569721e-01 1.939288e-01 1.000000e+00 -5.875869e-17
2.655820 -5.562450e+01 7.576673e+01 -1.476507e-01 2.011166e-01 1.000000e+00 -6.093654e-17
2.663329 -5.198903e+01 7.830596e+01 -1.380007e-01 2.078568e-01 1.000000e+00 -6.297875e-17
2.670839 -4.823784e+01 8.067090e+01 -1.280434e-01 2.141343e-01 1.000000e+00 6.488079e-17
2.678348 -4.437929e+01 8.285627e+01 -1.178012e-01 2.199352e-01 1.000000e+00 -6.663841e-17
2.685857 -4.042195e+01 8.485723e+01 -1.072968e-01 2.252466e-01 1.000000e+00 0.000000e+00
2.693367 -3.637464e+01 8.666931e+01 -9.655353e-02 2.300566e-01 1.000000e+00 0.000000e+00
2.700876 -3.224637e+01 8.828847e+01 -8.559537e-02 2.343546e-01 1.000000e+00 0.000000e+00
2.708385 -2.804633e+01 8.971113e+01 -7.444669e-02 2.381309e-01 1.000000e+00 0.000000e+00
2.715895 -2.378385e+01 9.093410e+01 -6.313231e-02 2.413772e-01 1.000000e+00 3.656756e-17
2.723404 -1.946844e+01 9.195468e+01 -5.167740e-02 2.440862e-01 1.000000e+00 0.000000e+00
2.730914 -1.510970e+01 9.277058e+01 -4.010748e-02 2.462520e-01 1.000000e+00 -1.865303e-17
2.738423 -1.071733e+01 9.337999e+01 -2.844828e-02 2.478696e-01 1.000000e+00 0.000000e+00
2.745932 -6.301100e+00 9.378155e+01 -1.672576e-02 2.489355e-01 1.000000e+00 0.000000e+00
2.753442 -1.870847e+00 9.397437e+01 -4.966011e-03 2.494473e-01 1.000000e+00 2.361885e-18
2.760951 2.563571e+00 9.395803e+01 6.804790e-03 2.494040e-01 1.000000e+00 0.000000e+00
2.768461 6.992282e+00 9.373255e+01 1.856045e-02 2.488054e-01 1.000000e+00 9.423228e-18
2.775970 1.140543e+01 9.329844e+01 3.027479e-02 2.476531e-01 1.000000e+00 0.000000e+00
2.783479 1.579319e+01 9.265667e+01 4.192175e-02 2.459496e-01 1.000000e+00 0.000000e+00
2.790989 2.014580e+01 9.180866e+01 5.347539e-02 2.436986e-01 1.000000e+00 0.000000e+00
2.798498 2.445357e+01 9.075630e+01 6.491001e-02 2.409052e-01 1.000000e+00 0.000000e+00
2.806008 2.870691e+01 8.950194e+01 7.620016e-02 2.375756e-01 1.000000e+00 0.000000e+00
2.813517 3.289635e+01 8.804836e+01 8.732069e-02 2.337172e-01 1.000000e+00 0.000000e+00
2.821026 3.701257e+01 8.639880e+01 9.824687e-02 2.293386e-01 1.000000e+00 0.000000e+00
2.828536 4.104641e+01 8.455693e+01 1.089544e-01 2.244495e-01 1.000000e+00 0.000000e+00
2.836045 4.498889e+01 8.252686e+01 1.194194e-01 2.190608e-01 1.000000e+00 0.000000e+00
2.843554 4.883123e+01 8.031310e+01 1.296185e-01 2.131846e-01 1.000000e+00 0.000000e+00
2.851064 5.256488e+01 7.792057e+01 1.395292e-01 2.068338e-01 1.000000e+00 0.000000e+00
2.858573 5.618154e+01 7.535461e+01 1.491293e-01 2.000227e-01 1.000000e+00 0.000000e+00
2.866083 5.967314e+01 7.262093e+01 1.583975e-01 1.927664e-01 1.000000e+00 5.840648e-17
2.873592 6.303192e+01 6.972560e+01 1.673131e-01 1.850809e-01 1.000000e+00 5.607787e-17
2.881101 6.625041e+01 6.667508e+01 1.758563e-01 1.769836e-01 1.000000e+00 -1.072489e-16
2.888611 6.932143e+01 6.347615e+01 1.840081e-01 1.684923e-01 1.000000e+00 0.000000e+00
2.896120 7.223816e+01 6.013594e+01 1.917503e-01 1.596260e-01 1.000000e+00 0.000000e+00
2.903630 7.499410e+01 5.666188e+01 1.990657e-01 1.504043e-01 1.000000e+00 0.000000e+00
2.911139 7.758312e+01 5.306169e+01 2.059381e-01 1.408480e-01 1.000000e+00 0.000000e+00
2.918648 7.999945e+01 4.934341e+01 2.123520e-01 1.309781e-01 1.000000e+00 6.434076e-17
2.926158 8.223771e+01 4.551529e+01 2.182933e-01 1.208166e-01 1.000000e+00 6.614092e-17
2.933667 8.429294e+01 4.158586e+01 2.237488e-01 1.103863e-01 1.000000e+00 0.000000e+00
2.941176 8.616054e+01 3.756387e+01 2.287061e-01 9.971025e-02 1.000000e+00 0.000000e+00
2.948686 8.783636e+01 3.345828e+01 2.331545e-01 8.881227e-02 1.000000e+00 0.000000e+00
2.956195 8.931668e+01 2.927821e+01 2.370839e-01 7.771662e-02 1.000000e+00 0.000000e+00
2.963705 9.059820e+01 2.503297e+01 2.404856e-01 6.644798e-02 1.000000e+00 0.000000e+00
2.971214 9.167806e+01 2.073201e+01 2.433520e-01 5.503144e-02 1.000000e+00 3.686673e-17
2.978723 9.255386e+01 1.638491e+01 2.456767e-01 4.349241e-02 1.000000e+00 0.000000e+00
2.986233 9.322366e+01 1.200134e+01 2.474546e-01 3.185658e-02 1.000000e+00 0.000000e+00
2.993742 9.368596e+01 7.591054e+00 2.486818e-01 2.014984e-02 1.000000e+00 0.000000e+00
3.001252 9.393973e+01 3.163873e+00 2.493554e-01 8.398244e-03 1.000000e+00 0.000000e+00
3.008761 9.398441e+01 -1.270349e+00 2.494740e-01 -3.372039e-03 1.000000e+00 0.000000e+00
3.016270 9.381990e+01 -5.701745e+00 2.490373e-01 -1.513482e-02 1.000000e+00 0.000000e+00
3.023780 9.344656e+01 -1.012045e+01 2.480463e-01 -2.686391e-02 1.000000e+00 0.000000e+00
3.031289 9.286523e+01 -1.451663e+01 2.465032e-01 -3.853321e-02 1.000000e+00 1.867207e-17
3.038798 9.207720e+01 -1.888049e+01 2.444114e-01 -5.011673e-02 1.000000e+00 0.000000e+00
3.046308 9.108422e+01 -2.320234e+01 2.417757e-01 -6.158871e-02 1.000000e+00 3.662793e-17
3.053817 8.988850e+01 -2.747253e+01 2.386017e-01 -7.292361e-02 1.000000e+00 0.000000e+00
3.061327 8.849271e+01 -3.168158e+01 2.348967e-01 -8.409619e-02 1.000000e+00 0.000000e+00
3.068836 8.689996e+01 -3.582012e+01 2.306689e-01 -9.508159e-02 1.000000e+00 0.000000e+00
3.076345 8.511378e+01 -3.987892e+01 2.259276e-01 -1.058554e-01 1.000000e+00 -6.845404e-17
3.083855 8.313815e+01 -4.384896e+01 2.206835e-01 -1.163935e-01 1.000000e+00 6.686511e-17
3.091364 8.097747e+01 -4.772140e+01 2.149481e-01 -1.266726e-01 1.000000e+00 0.000000e+00
3.098874 7.863655e+01 -5.148762e+01 2.087343e-01 -1.366697e-01 1.000000e+00 0.000000e+00
3.106383 7.612061e+01 -5.513924e+01 2.020560e-01 -1.463626e-01 1.000000e+00 0.000000e+00
3.113892 7.343523e+01 -5.866814e+01 1.949278e-01 -1.557298e-01 1.000000e+00 -5.906139e-17
3.121402 7.058640e+01 -6.206644e+01 1.873659e-01 -1.647503e-01 1.000000e+00 0.000000e+00
3.128911 6.758046e+01 -6.532660e+01 1.793868e-01 -1.734042e-01 1.000000e+00 1.087052e-16
3.136421 6.442409e+01 -6.844136e+01 1.710085e-01 -1.816720e-01 1.000000e+00 -0.000000e+00
3.143930 6.112433e+01 -7.140377e+01 1.622496e-01 -1.895355e-01 1.000000e+00 5.742756e-17
3.151439 5.768852e+01 -7.420726e+01 1.531295e-01 -1.969771e-01 1.000000e+00 5.968231e-17
3.158949 5.412431e+01 -7.684557e+01 1.436686e-01 -2.039803e-01 1.000000e+00 -0.000000e+00
3.166458 5.043962e+01 -7.931285e+01 1.338879e-01 -2.105295e-01 1.000000e+00 -0.000000e+00
3.173967 4.664267e+01 -8.160358e+01 1.238092e-01 -2.166101e-01 1.000000e+00 -0.000000e+00
3.181477 4.274190e+01 -8.371268e+01 1.134549e-01 -2.222085e-01 1.000000e+00 -6.732719e-17
3.188986 3.874599e+01 -8.563546e+01 1.028481e-01 -2.273124e-01 1.000000e+00 -0.000000e+00
3.196496 3.466384e+01 -8.736762e+01 9.201236e-02 -2.319102e-01 1.000000e+00 -0.000000e+00
3.204005 3.050454e+01 -8.890532e+01 8.097182e-02 -2.359919e-01 1.000000e+00 -0.000000e+00
3.211514 2.627734e+01 -9.024514e+01 6.975106e-02 -2.395484e-01 1.000000e+00 -0.000000e+00
3.219024 2.199165e+01 -9.138408e+01 5.837505e-02 -2.425716e-01 1.000000e+00 -0.000000e+00
3.226533 1.765701e+01 -9.231962e+01 4.686911e-02 -2.450549e-01 1.000000e+00 -0.000000e+00
3.234043 1.328307e+01 -9.304968e+01 3.525884e-02 -2.469928e-01 1.000000e+00 -0.000000e+00
3.241552 8.879569e+00 -9.357263e+01 2.357010e-02 -2.483809e-01 1.000000e+00 -0.000000e+00
3.249061 4.456300e+00 -9.388730e+01 1.182889e-02 -2.492162e-01 1.000000e+00 -0.000000e+00
3.256571 2.311246e-02 -9.399299e+01 6.135015e-05 -2.494968e-01 1.000000e+00 -0.000000e+00
3.264080 -4.410127e+00 -9.388948e+01 -1.170632e-02 -2.492220e-01 1.000000e+00 -9.439004e-18
3.271589 -8.833550e+00 -9.357698e+01 -2.344794e-02 -2.483925e-01 1.000000e+00 -0.000000e+00
3.279099 -1.323731e+01 -9.305620e+01 -3.513737e-02 -2.470101e-01 1.000000e+00 1.871046e-17
3.286608 -1.761161e+01 -9.232830e+01 -4.674859e-02 -2.450780e-01 1.000000e+00 3.712821e-17
3.294118 -2.194671e+01 -9.139489e+01 -5.825575e-02 -2.426003e-01 1.000000e+00 -3.675286e-17
3.301627 -2.623296e+01 -9.025805e+01 -6.963325e-02 -2.395827e-01 1.000000e+00 -0.000000e+00
3.309136 -3.046081e+01 -8.892031e+01 -8.085576e-02 -2.360317e-01 1.000000e+00 -0.000000e+00
3.316646 -3.462087e+01 -8.738466e+01 -9.189829e-02 -2.319555e-01 1.000000e+00 -0.000000e+00
3.324155 -3.870387e+01 -8.565450e+01 -1.027363e-01 -2.273629e-01 1.000000e+00 -0.000000e+00
3.331665 -4.270072e+01 -8.373369e+01 -1.133456e-01 -2.222643e-01 1.000000e+00 -1.346882e-16
3.339174 -4.660253e+01 -8.162651e+01 -1.237026e-01 -2.166709e-01 1.000000e+00 -0.000000e+00
3.346683 -5.040061e+01 -7.933764e+01 -1.337843e-01 -2.105953e-01 1.000000e+00 -6.380850e-17
3.354193 -5.408651e+01 -7.687218e+01 -1.435682e-01 -2.040510e-01 1.000000e+00 -0.000000e+00
3.361702 -5.765202e+01 -7.423562e+01 -1.530326e-01 -1.970524e-01 1.000000e+00 -0.000000e+00
3.369212 -6.108921e+01 -7.143383e+01 -1.621563e-01 -1.896153e-01 1.000000e+00 -0.000000e+00
3.376721 -6.439043e+01 -6.847303e+01 -1.709192e-01 -1.817561e-01 1.000000e+00 -0.000000e+00
3.384230 -6.754832e+01 -6.535983e+01 -1.793015e-01 -1.734924e-01 1.000000e+00 -0.000000e+00
3.391740 -7.055587e+01 -6.210115e+01 -1.872848e-01 -1.648425e-01 1.000000e+00 -5.674562e-17
3.399249 -7.340637e+01 -5.870424e+01 -1.948512e-01 -1.558256e-01 1.000000e+00 5.903818e-17
3.406758 -7.609348e+01 -5.517667e+01 -2.019840e-01 -1.464620e-01 1.000000e+00 -0.000000e+00
3.414268 -7.861122e+01 -5.152629e+01 -2.086671e-01 -1.367724e-01 1.000000e+00 -0.000000e+00
3.421777 -8.095399e+01 -4.776122e+01 -2.148858e-01 -1.267783e-01 1.000000e+00 -6.510847e-17
3.429287 -8.311657e+01 -4.388984e+01 -2.206262e-01 -1.165020e-01 1.000000e+00 -0.000000e+00
3.436796 -8.509415e+01 -3.992077e+01 -2.258755e-01 -1.059664e-01 1.000000e+00 -0.000000e+00
3.444305 -8.688233e+01 -3.586285e+01 -2.306221e-01 -9.519502e-02 1.000000e+00 6.987643e-17
3.451815 -8.847712e+01 -3.172510e+01 -2.348553e-01 -8.421170e-02 1.000000e+00 -0.000000e+00
3.459324 -8.987498e+01 -2.751674e+01 -2.385658e-01 -7.304094e-02 1.000000e+00 3.614166e-17
3.466834 -9.107280e+01 -2.324713e+01 -2.417453e-01 -6.170761e-02 1.000000e+00 -0.000000e+00
3.474343 -9.206790e+01 -1.892577e+01 -2.443868e-01 -5.023693e-02 1.000000e+00 -0.000000e+00
3.481852 -9.285808e+01 -1.456230e+01 -2.464842e-01 -3.865443e-02 1.000000e+00 1.867063e-17
3.489362 -9.344157e+01 -1.016640e+01 -2.480331e-01 -2.698589e-02 1.000000e+00 -0.000000e+00
3.496871 -9.381708e+01 -5.747884e+00 -2.490298e-01 -1.525729e-02 1.000000e+00 -0.000000e+00
3.504380 -9.398377e+01 -1.316570e+00 -2.494723e-01 -3.494728e-03 1.000000e+00 -0.000000e+00
